transactionid,transactiondate,customerid,productid,storeid,campaignid,totalamount,quantitysold,paymentmethod,salesrepresentative,unit_price
2353,2024-12-10,1270,2015,405,4,1449.16,1,Credit Card,J. Alvarez,1449.16
2355,2024-06-22,1022,2063,405,4,3785.7,3,Apple Pay,A. Torres,1261.8999999999999
2356,2025-06-29,1011,2087,402,1,4095.23,3,Debit Card,M. Chen,1365.0766666666666
2357,2024-07-28,1346,2059,404,3,324.03,3,PayPal,K. Nguyen,108.00999999999999
2358,2024-07-06,1007,2003,402,2,7875.04,4,PayPal,D. Williams,1968.76
2359,2024-04-19,1036,2038,401,0,504.03,3,Apple Pay,A. Torres,168.01
2360,2025-07-01,1180,2060,404,1,557.27,1,Cash,R. Johnson,557.27
2361,2025-08-24,1000,2005,402,3,7337.84,4,Cash,J. Alvarez,1834.46
2362,2024-07-15,1201,2032,404,1,241.44,1,Debit Card,S. Patel,241.44
2363,2025-03-01,1046,2086,405,0,863.38,1,PayPal,S. Patel,863.38
2364,2024-03-19,1173,2016,401,4,5062.92,4,Apple Pay,K. Nguyen,1265.73
2365,2025-07-27,1064,2036,403,1,1018.52,4,Debit Card,D. Williams,254.63
2366,2025-10-29,1099,2013,403,0,2819.26,2,PayPal,M. Chen,1409.63
2367,2025-10-19,1154,2084,402,0,3892.36,4,Credit Card,M. Chen,973.09
2369,2025-07-07,1064,2031,404,1,174.23,1,PayPal,L. Martinez,174.23
2370,2024-02-18,1024,2044,405,0,843.9,3,Apple Pay,K. Nguyen,281.3
2371,2025-04-22,1111,2010,401,0,6594.52,4,Cash,K. Nguyen,1648.63
2372,2025-10-17,1316,2063,401,1,8967.77,8,PayPal,A. Torres,1120.97125
2373,2024-10-31,1104,2011,402,4,7878.4,8,PayPal,K. Nguyen,984.8
2374,2025-05-31,1062,2033,404,0,599.98,2,PayPal,A. Torres,299.99
2375,2025-04-21,1060,2004,405,0,1124.62,1,Credit Card,A. Torres,1124.62
2376,2024-02-17,1027,2107,401,3,491.01,3,Cash,L. Martinez,163.67
2377,2025-08-13,1334,2116,401,2,481.82,1,PayPal,M. Chen,481.82
2378,2024-09-23,1044,2056,403,3,532.68,3,PayPal,J. Alvarez,177.55999999999997
2379,2025-10-13,1203,2044,402,2,843.9,3,Apple Pay,L. Martinez,281.3
2380,2024-12-21,1073,2119,401,0,904.91,2,Cash,J. Alvarez,452.455
2381,2024-10-16,1141,2072,405,0,3251.16,4,PayPal,A. Torres,812.79
2382,2024-12-04,1316,2007,402,1,1641.08,1,Credit Card,R. Johnson,1641.08
2383,2024-11-17,1009,2086,404,2,863.38,1,Credit Card,M. Chen,863.38
2384,2024-01-01,1394,2034,403,3,221.28,2,Cash,S. Patel,110.64
2385,2025-03-21,1005,2015,401,3,5317.19,4,Debit Card,J. Alvarez,1329.2975
2386,2024-07-15,1202,2031,405,0,348.46,2,Apple Pay,R. Johnson,174.23
2387,2024-08-03,1059,2071,405,0,2839.56,2,Apple Pay,L. Martinez,1419.78
2388,2024-11-03,1208,2089,404,3,526.39,1,PayPal,A. Torres,526.39
2389,2025-08-08,1098,2084,405,2,2919.27,3,Cash,J. Alvarez,973.09
2390,2025-11-27,1035,2035,403,0,372.08,2,PayPal,J. Alvarez,186.04
2391,2025-11-10,1088,2101,401,1,1435.44,4,Cash,A. Torres,358.86
2392,2025-11-28,1006,2015,402,0,1449.16,1,Cash,L. Martinez,1449.16
2393,2024-12-03,1073,2003,404,0,5906.28,3,PayPal,J. Alvarez,1968.76
2394,2024-04-06,1098,2113,401,2,323.07,1,Apple Pay,A. Torres,323.07
2395,2025-01-30,1028,2016,401,0,2531.46,2,PayPal,J. Alvarez,1265.73
2396,2025-07-11,1039,2085,403,1,3483.93,3,PayPal,R. Johnson,1161.31
2397,2025-01-25,1043,2040,405,1,815.52,4,Cash,L. Martinez,203.88
2398,2025-03-31,1070,2082,405,0,4929.44,4,PayPal,L. Martinez,1232.36
2399,2025-05-25,1114,2093,405,3,622.47,3,Debit Card,S. Patel,207.49
2400,2025-05-30,1083,2000,404,2,2155.06,2,PayPal,R. Johnson,1077.53
2401,2024-01-18,1037,2037,402,4,865.06,4,Debit Card,A. Torres,216.265
2402,2025-09-26,1223,2045,405,0,590.42,2,Debit Card,A. Torres,295.21
2403,2025-05-08,1005,2014,401,3,2100.2,2,PayPal,S. Patel,1050.1
2404,2024-07-20,1025,2057,403,1,858.48,3,PayPal,J. Alvarez,286.16
2405,2025-11-02,1394,2107,403,3,327.34,2,PayPal,J. Alvarez,163.67
2406,2024-02-10,1071,2099,402,1,995.1,2,Debit Card,K. Nguyen,497.55
2407,2024-08-23,1207,2003,405,1,3937.52,2,Cash,K. Nguyen,1968.76
2408,2024-02-07,1039,2005,402,4,5503.38,3,Cash,R. Johnson,1834.46
2409,2024-09-08,1395,2027,404,0,3423.62,2,Debit Card,M. Chen,1711.81
2410,2025-01-20,1124,2004,404,0,5261.96,4,Debit Card,K. Nguyen,1315.49
2411,2024-05-08,1034,2044,405,1,281.3,1,Apple Pay,D. Williams,281.3
2412,2024-12-19,1173,2073,403,3,1455.42,2,Debit Card,J. Alvarez,727.71
2413,2025-05-18,1033,2016,404,1,4619.61,4,Cash,A. Torres,1154.9025
2414,2025-05-31,1057,2026,402,4,3550.41,3,Debit Card,J. Alvarez,1183.47
2415,2025-09-18,1173,2060,403,1,2229.08,4,PayPal,L. Martinez,557.27
2416,2025-05-03,1194,2019,403,0,1652.56,1,Cash,R. Johnson,1652.56
2417,2025-10-06,1157,2038,402,4,168.01,1,PayPal,M. Chen,168.01
2418,2024-07-04,1060,2081,405,0,4849.52,4,PayPal,D. Williams,1212.38
2419,2024-10-31,1015,2085,403,3,3483.93,3,PayPal,L. Martinez,1161.31
2420,2024-01-20,1046,2017,402,4,4684.39,8,Apple Pay,R. Johnson,585.54875
2421,2025-11-08,1026,2088,404,0,1319.19,1,Credit Card,S. Patel,1319.19
2422,2025-10-27,1155,2029,405,4,6687.04,4,Cash,L. Martinez,1671.76
2423,2024-01-26,1027,2006,405,0,7462.28,4,PayPal,L. Martinez,1865.57
2424,2025-09-28,1028,2053,402,4,428.6,4,Debit Card,A. Torres,107.15
2425,2025-09-04,1004,2032,401,0,241.44,1,Credit Card,J. Alvarez,241.44
2426,2024-03-31,1016,2041,402,2,218.98,2,Credit Card,A. Torres,109.49
2427,2024-06-06,1044,2004,402,3,3514.43,3,Apple Pay,L. Martinez,1171.4766666666667
2428,2024-09-29,1045,2054,404,0,347.7,3,Debit Card,J. Alvarez,115.89999999999999
2429,2025-06-29,1024,2017,405,0,652.94,1,Credit Card,J. Alvarez,652.94
2430,2024-12-20,1021,2006,402,0,5281.24,3,Debit Card,M. Chen,1760.4133333333332
2431,2024-06-27,1000,2035,405,3,558.12,3,PayPal,L. Martinez,186.04
2432,2025-10-22,1043,2052,403,1,626.31,3,Apple Pay,M. Chen,208.76999999999998
2433,2025-09-16,1068,2007,403,3,4923.24,3,Debit Card,M. Chen,1641.08
2434,2025-11-05,1003,2004,405,1,1315.49,1,Apple Pay,L. Martinez,1315.49
2435,2024-03-14,1213,2000,403,3,8620.24,8,Debit Card,R. Johnson,1077.53
2436,2025-06-22,1099,2051,402,2,145.46,1,Credit Card,R. Johnson,145.46
2437,2024-10-12,1044,2061,405,1,3968.31,3,PayPal,A. Torres,1322.77
2438,2025-09-26,1060,2078,405,2,1158.25,1,Credit Card,L. Martinez,1158.25
2439,2025-06-02,1068,2019,404,0,1652.56,1,Debit Card,J. Alvarez,1652.56
2440,2024-10-30,1307,2028,405,4,5671.28,4,Apple Pay,L. Martinez,1417.82
2441,2024-08-02,1072,2085,405,1,4645.24,4,Credit Card,K. Nguyen,1161.31
2443,2025-08-18,1062,2006,404,0,5596.71,3,Debit Card,R. Johnson,1865.57
2444,2025-03-19,1041,2075,402,0,2931.63,3,Credit Card,S. Patel,977.21
2445,2025-01-12,1024,2112,403,4,1555.96,4,Cash,S. Patel,388.99
2446,2024-06-15,1036,2071,401,0,5679.12,4,Debit Card,D. Williams,1419.78
2448,2025-10-28,1029,2049,402,3,1080.16,4,Credit Card,A. Torres,270.04
2449,2025-06-27,1003,2033,404,0,299.99,1,Apple Pay,K. Nguyen,299.99
2451,2025-10-28,1099,2074,401,3,5486.32,4,Credit Card,J. Alvarez,1371.58
2452,2025-07-23,1027,2095,404,4,680.61,3,Cash,L. Martinez,226.87
2453,2025-11-24,1071,2021,402,2,1637.55,1,Apple Pay,J. Alvarez,1637.55
2454,2025-07-10,1270,2084,405,4,973.09,1,Apple Pay,J. Alvarez,973.09
2455,2024-04-22,1022,2057,405,0,504.85,2,Credit Card,L. Martinez,252.425
2456,2024-05-17,1049,2004,404,3,2630.98,2,Cash,M. Chen,1315.49
2458,2025-06-30,1070,2114,402,2,993.99,3,Apple Pay,S. Patel,331.33
2459,2025-06-07,1320,2006,403,4,5596.71,3,Cash,A. Torres,1865.57
2460,2024-12-15,1380,2082,403,0,1232.36,1,Cash,L. Martinez,1232.36
2461,2024-06-22,1029,2092,403,0,1465.36,4,Credit Card,J. Alvarez,366.34
2462,2025-03-30,1028,2033,403,0,510.53,2,PayPal,S. Patel,255.265
2463,2024-12-03,1041,2008,401,2,2318.3,2,PayPal,J. Alvarez,1159.15
2464,2024-10-08,1060,2022,401,0,5969.8,4,Apple Pay,K. Nguyen,1492.45
2465,2025-11-11,1022,2065,405,2,2745.81,3,PayPal,K. Nguyen,915.27
2466,2024-05-29,1074,2002,401,1,1468.87,1,Credit Card,M. Chen,1468.87
2467,2025-11-14,1036,2016,404,1,4769.25,4,Apple Pay,S. Patel,1192.3125
2468,2024-07-19,1213,2003,402,3,1968.76,1,Cash,S. Patel,1968.76
2469,2024-04-24,1018,2015,405,1,5380.14,4,PayPal,K. Nguyen,1345.035
2470,2024-06-08,1073,2000,404,2,3232.59,3,Debit Card,A. Torres,1077.53
2471,2025-09-26,1395,2047,405,3,222.3,2,PayPal,A. Torres,111.15
2472,2024-05-25,1026,2073,401,0,1326.79,2,PayPal,R. Johnson,663.395
2473,2024-07-22,1070,2082,402,3,3697.08,3,Apple Pay,J. Alvarez,1232.36
2474,2024-11-26,1003,2021,401,1,6550.2,4,Debit Card,J. Alvarez,1637.55
2476,2025-03-24,1027,2018,403,3,1025.38,1,Apple Pay,J. Alvarez,1025.38
2477,2025-07-17,1297,2061,405,0,5291.08,4,PayPal,A. Torres,1322.77
2478,2024-11-08,1033,2050,405,0,956.88,4,Cash,A. Torres,239.22
2479,2024-10-02,1040,2111,404,4,1090.1,5,Debit Card,L. Martinez,218.01999999999998
2480,2024-12-19,1289,2067,404,0,2681.4,2,Debit Card,R. Johnson,1340.7
2481,2025-08-28,1395,2040,403,1,407.76,2,Apple Pay,M. Chen,203.88
2482,2025-07-23,1004,2012,402,3,2051.31,3,Cash,D. Williams,683.77
2483,2025-07-11,1194,2017,405,4,1958.82,3,Cash,J. Alvarez,652.9399999999999
2484,2025-08-16,1050,2044,404,2,1279.06,5,PayPal,K. Nguyen,255.81199999999998
2487,2025-04-26,1082,2052,402,0,208.77,1,Cash,S. Patel,208.77
2488,2025-02-23,1049,2000,404,4,4310.12,4,Debit Card,R. Johnson,1077.53
2489,2025-07-07,1060,2010,402,2,4945.89,3,Apple Pay,L. Martinez,1648.63
2490,2024-04-18,1289,2117,404,0,551.64,3,Apple Pay,J. Alvarez,183.88
2491,2025-07-12,1057,2007,403,4,3282.16,2,Cash,S. Patel,1641.08
2493,2024-02-17,1073,2064,404,0,2348.26,2,Cash,L. Martinez,1174.13
2494,2024-12-21,1351,2057,404,3,286.16,1,Apple Pay,M. Chen,286.16
2495,2024-02-12,1042,2002,401,2,1468.87,1,Debit Card,L. Martinez,1468.87
2496,2024-07-21,1114,2003,405,2,1854.52,1,PayPal,S. Patel,1854.52
2498,2024-07-17,1039,2030,402,1,269.36,2,Credit Card,A. Torres,134.68
2499,2025-08-29,1055,2072,404,4,1625.58,2,PayPal,J. Alvarez,812.79
2500,2024-12-30,1035,2032,402,0,965.76,4,Cash,S. Patel,241.44
2501,2024-06-27,1004,2002,402,0,1468.87,1,PayPal,S. Patel,1468.87
2502,2024-09-01,1394,2004,404,2,2630.98,2,Cash,A. Torres,1315.49
2503,2025-02-22,1044,2021,403,1,1637.55,1,Cash,S. Patel,1637.55
2504,2025-01-02,1213,2070,405,0,1098.39,1,Apple Pay,K. Nguyen,1098.39
2505,2025-03-29,1004,2055,404,0,668.97,3,Cash,A. Torres,222.99
2506,2025-06-08,1032,2024,401,3,3593.22,3,Apple Pay,L. Martinez,1197.74
2507,2025-02-10,1051,2043,403,3,205.16,2,Cash,R. Johnson,102.58
2508,2024-11-16,1354,2010,404,0,4945.89,3,Cash,S. Patel,1648.63
2509,2024-02-20,1001,2003,402,2,1968.76,1,Debit Card,A. Torres,1968.76
2510,2025-08-10,1181,2086,402,2,1726.76,2,PayPal,A. Torres,863.38
2512,2024-03-25,1084,2029,402,2,1671.76,1,Credit Card,D. Williams,1671.76
2513,2025-11-21,1057,2064,404,2,1052.59,1,PayPal,J. Alvarez,1052.59
2514,2025-08-25,1023,2095,402,1,226.87,1,PayPal,S. Patel,226.87
2515,2024-10-02,1008,2014,405,0,4200.4,4,Cash,R. Johnson,1050.1
2516,2025-03-02,1057,2113,405,2,646.14,2,Credit Card,M. Chen,323.07
2517,2025-02-22,1088,2080,401,1,2448.78,3,Credit Card,R. Johnson,816.2600000000001
2518,2025-03-11,1006,2031,404,1,522.69,3,Debit Card,D. Williams,174.23000000000002
2519,2025-07-25,1028,2089,403,0,615.02,1,Debit Card,D. Williams,615.02
2520,2024-08-20,1202,2027,404,4,1711.81,1,PayPal,S. Patel,1711.81
2521,2025-09-03,1003,2117,402,4,367.76,2,Debit Card,D. Williams,183.88
2522,2025-08-06,1000,2020,405,4,5173.68,4,Cash,A. Torres,1293.42
2523,2024-12-03,1035,2008,402,3,3477.45,3,Debit Card,L. Martinez,1159.1499999999999
2524,2025-05-30,1074,2016,401,4,2531.46,2,Debit Card,R. Johnson,1265.73
2525,2025-04-13,1189,2008,401,0,2968.17,3,Apple Pay,K. Nguyen,989.39
2526,2024-12-07,1068,2025,401,0,4292.44,4,PayPal,L. Martinez,1073.11
2527,2025-04-21,1027,2029,404,1,6687.04,4,Apple Pay,J. Alvarez,1671.76
2528,2025-11-28,1008,2032,403,4,965.76,4,Apple Pay,D. Williams,241.44
2529,2025-02-17,1201,2025,405,3,5365.55,5,Credit Card,R. Johnson,1073.1100000000001
2530,2025-04-09,1192,2094,403,0,1213.02,3,Debit Card,J. Alvarez,404.34
2531,2025-07-09,1059,2096,405,4,536.8,2,Apple Pay,L. Martinez,268.4
2532,2025-05-19,1053,2078,402,4,2316.5,2,Cash,A. Torres,1158.25
2534,2024-08-17,1265,2013,404,2,5638.52,4,Apple Pay,A. Torres,1409.63
2535,2024-11-05,1075,2036,405,3,763.89,3,Debit Card,A. Torres,254.63
2536,2025-09-04,1018,2040,405,0,407.76,2,Cash,R. Johnson,203.88
2537,2024-09-27,1289,2012,403,0,1367.54,2,Debit Card,R. Johnson,683.77
2538,2025-08-03,1270,2023,402,0,7311.88,4,PayPal,A. Torres,1827.97
2539,2025-08-10,1005,2044,401,3,562.6,2,Credit Card,R. Johnson,281.3
2540,2025-09-19,1022,2015,403,0,1449.16,1,Cash,D. Williams,1449.16
2541,2024-05-29,1395,2073,403,4,2910.84,4,Credit Card,K. Nguyen,727.71
2542,2025-08-09,1005,2084,405,0,1716.86,2,PayPal,K. Nguyen,858.43
2544,2024-06-29,1049,2023,401,4,5483.91,3,Cash,M. Chen,1827.97
2545,2024-06-10,1099,2046,401,1,397.16,2,PayPal,A. Torres,198.58
2546,2024-08-04,1088,2107,405,1,491.01,3,Credit Card,M. Chen,163.67
2547,2024-04-06,1215,2030,402,1,425.4,3,Credit Card,K. Nguyen,141.79999999999998
2548,2025-11-17,1073,2096,405,0,536.8,2,Cash,K. Nguyen,268.4
2549,2024-10-11,1305,2021,403,0,6550.2,4,Debit Card,D. Williams,1637.55
2550,2025-03-01,1001,2004,404,0,2630.98,2,Credit Card,K. Nguyen,1315.49
2551,2025-05-20,1319,2021,401,3,6550.2,4,Credit Card,L. Martinez,1637.55
2552,2024-11-13,1073,2030,402,0,316.42,2,PayPal,S. Patel,158.21
2553,2024-01-04,1043,2008,404,4,2318.3,2,Debit Card,A. Torres,1159.15
2554,2024-12-29,1029,2043,402,0,307.74,3,PayPal,L. Martinez,102.58
2556,2025-06-17,1110,2029,401,3,3343.52,2,PayPal,L. Martinez,1671.76
2557,2025-08-22,1010,2037,404,3,486.34,2,Cash,R. Johnson,243.17
2558,2024-11-09,1085,2093,401,0,829.96,4,PayPal,M. Chen,207.49
2560,2024-05-30,1026,2053,402,0,321.45,3,Debit Card,S. Patel,107.14999999999999
2561,2025-01-18,1334,2040,404,0,815.52,4,Apple Pay,L. Martinez,203.88
2562,2024-03-08,1124,2022,405,1,2984.9,2,PayPal,J. Alvarez,1492.45
2563,2024-02-13,1332,2022,403,3,2806.12,2,Apple Pay,A. Torres,1403.06
2564,2025-03-24,1007,2005,401,3,1834.46,1,Cash,J. Alvarez,1834.46
2565,2024-10-18,1111,2034,402,0,110.64,1,Cash,K. Nguyen,110.64
2566,2024-11-04,1005,2089,405,2,1230.04,2,Credit Card,L. Martinez,615.02
2567,2025-06-29,1371,2084,405,4,2919.27,3,Debit Card,R. Johnson,973.09
2568,2024-08-21,1018,2035,404,0,372.08,2,Apple Pay,K. Nguyen,186.04
2569,2024-08-24,1177,2028,405,1,1337.18,1,Credit Card,L. Martinez,1337.18
2570,2025-10-10,1177,2088,401,4,1319.19,1,Debit Card,J. Alvarez,1319.19
2571,2025-05-25,1133,2024,402,1,4488.22,4,Cash,D. Williams,1122.055
2572,2025-10-09,1060,2071,402,3,2839.56,2,Credit Card,R. Johnson,1419.78
2573,2024-07-07,1035,2118,401,0,1483.04,4,Debit Card,D. Williams,370.76
2574,2025-05-03,1099,2046,404,3,794.32,4,Credit Card,S. Patel,198.58
2575,2024-04-30,1045,2057,403,0,286.16,1,PayPal,K. Nguyen,286.16
2576,2025-04-29,1114,2004,404,0,3946.47,3,Debit Card,K. Nguyen,1315.49
2577,2024-12-22,1051,2007,402,0,1641.08,1,Cash,K. Nguyen,1641.08
2578,2024-09-03,1021,2025,404,3,4006.14,4,Apple Pay,K. Nguyen,1001.535
2579,2024-12-09,1039,2008,404,0,3477.45,3,Cash,D. Williams,1159.1499999999999
2580,2024-11-08,1219,2046,401,0,198.58,1,Debit Card,M. Chen,198.58
2581,2025-04-20,1009,2089,404,3,1230.04,2,PayPal,D. Williams,615.02
2582,2024-12-28,1033,2101,401,4,1435.44,4,Cash,M. Chen,358.86
2583,2025-11-19,1029,2029,401,2,6687.04,4,PayPal,J. Alvarez,1671.76
2584,2024-04-04,1070,2102,403,1,883.2,4,Credit Card,J. Alvarez,220.8
2585,2025-09-25,1037,2057,403,0,572.32,2,Debit Card,R. Johnson,286.16
2586,2025-10-12,1035,2092,403,0,732.68,2,PayPal,M. Chen,366.34
2587,2024-12-30,1025,2079,403,1,1147.47,1,Cash,A. Torres,1147.47
2588,2025-01-21,1201,2044,402,0,250.89,1,Cash,K. Nguyen,250.89
2589,2024-12-04,1112,2007,402,0,4923.24,3,Credit Card,S. Patel,1641.08
2590,2024-12-11,1055,2042,405,0,202.84,1,Apple Pay,K. Nguyen,202.84
2591,2024-12-20,1161,2008,405,4,3477.45,3,Debit Card,L. Martinez,1159.1499999999999
2592,2024-12-16,1099,2028,401,4,1417.82,1,Apple Pay,J. Alvarez,1417.82
2593,2024-08-03,1021,2028,405,0,5671.28,4,Credit Card,S. Patel,1417.82
2594,2024-04-16,1095,2109,404,4,346.34,1,Debit Card,A. Torres,346.34
2595,2025-05-12,1032,2020,401,4,1293.42,1,Cash,A. Torres,1293.42
2596,2025-07-15,1057,2065,401,1,1830.54,2,Credit Card,S. Patel,915.27
2598,2024-11-30,1015,2106,402,3,608.64,3,Cash,R. Johnson,202.88
2599,2025-07-19,1035,2015,403,0,5796.64,4,Cash,D. Williams,1449.16
2600,2025-03-07,1018,2007,405,1,4551.41,3,Debit Card,M. Chen,1517.1366666666665
2601,2025-09-03,1049,2005,403,0,1834.46,1,Apple Pay,K. Nguyen,1834.46
2602,2025-05-31,1058,2014,403,1,1050.1,1,Cash,R. Johnson,1050.1
2603,2025-03-13,1201,2036,405,1,509.26,2,Debit Card,L. Martinez,254.63
2604,2024-10-02,1018,2044,404,0,843.9,3,Apple Pay,D. Williams,281.3
2605,2024-07-21,1395,2029,402,0,3343.52,2,Debit Card,S. Patel,1671.76
2606,2024-12-08,1173,2052,401,3,198.0,1,PayPal,A. Torres,198.0
2607,2025-11-19,1050,2075,401,1,3908.84,4,Debit Card,S. Patel,977.21
2608,2025-02-28,1289,2008,402,0,3024.25,3,Credit Card,L. Martinez,1008.0833333333334
2609,2024-11-13,1231,2053,405,0,107.15,1,Cash,R. Johnson,107.15
2610,2025-06-02,1009,2096,405,2,1342.0,5,Apple Pay,A. Torres,268.4
2612,2024-03-17,1021,2060,401,2,1114.54,2,Apple Pay,M. Chen,557.27
2613,2025-03-26,1043,2073,404,0,2910.84,4,Apple Pay,D. Williams,727.71
2614,2024-02-17,1117,2034,404,3,331.92,3,Apple Pay,J. Alvarez,110.64
2615,2024-06-29,1023,2030,402,0,474.63,3,Cash,R. Johnson,158.21
2616,2024-11-22,1244,2088,402,0,1319.19,1,Debit Card,M. Chen,1319.19
2617,2025-07-22,1073,2070,403,3,1215.15,1,Credit Card,L. Martinez,1215.15
2618,2025-06-08,1155,2112,404,2,388.99,1,PayPal,D. Williams,388.99
2619,2025-09-23,1247,2074,403,0,4114.74,3,Credit Card,A. Torres,1371.58
2620,2024-03-06,1114,2038,401,0,1176.07,7,Credit Card,J. Alvarez,168.01
2621,2025-10-04,1006,2024,405,1,3593.22,3,Cash,A. Torres,1197.74
2623,2024-11-15,1024,2033,401,3,599.98,2,Cash,S. Patel,299.99
2624,2025-08-23,1173,2041,401,0,109.49,1,PayPal,A. Torres,109.49
2625,2025-11-14,1394,2069,404,0,3812.07,3,Credit Card,A. Torres,1270.69
2626,2024-11-13,1000,2019,402,2,1490.05,1,Cash,J. Alvarez,1490.05
2627,2024-07-19,1254,2068,402,0,905.12,1,Credit Card,R. Johnson,905.12
2628,2025-03-06,1059,2067,403,1,2681.4,2,Cash,D. Williams,1340.7
2629,2024-11-20,1010,2109,404,0,1385.36,4,Credit Card,K. Nguyen,346.34
2630,2025-01-09,1394,2113,401,1,969.21,3,Debit Card,M. Chen,323.07
2631,2025-06-28,1064,2065,402,1,1830.54,2,PayPal,S. Patel,915.27
2632,2024-11-17,1060,2079,401,4,1147.47,1,PayPal,K. Nguyen,1147.47
2633,2024-07-23,1289,2064,402,1,3522.39,3,Credit Card,K. Nguyen,1174.1299999999999
2634,2024-07-21,1046,2028,404,3,4253.46,3,PayPal,J. Alvarez,1417.82
2635,2025-06-25,1363,2004,403,0,5261.96,4,Debit Card,R. Johnson,1315.49
2636,2025-10-28,1005,2040,401,0,1223.28,6,PayPal,L. Martinez,203.88
2637,2024-08-03,1070,2032,405,2,227.72,1,Apple Pay,L. Martinez,227.72
2638,2025-05-11,1028,2118,401,2,322.59,1,Credit Card,S. Patel,322.59
2640,2024-11-03,1124,2045,405,0,815.69,3,Debit Card,D. Williams,271.8966666666667
2641,2024-02-16,1051,2105,405,1,994.64,4,Debit Card,S. Patel,248.66
2642,2025-02-21,1255,2050,401,4,478.44,2,Cash,K. Nguyen,239.22
2643,2024-07-15,1030,2009,405,2,1074.38,1,Credit Card,K. Nguyen,1074.38
2644,2025-06-06,1008,2052,405,4,208.77,1,Debit Card,R. Johnson,208.77
2645,2025-02-17,1022,2058,402,4,276.52,2,PayPal,K. Nguyen,138.26
2646,2025-11-22,1018,2015,404,2,1449.16,1,Apple Pay,L. Martinez,1449.16
2647,2024-09-18,1060,2005,404,4,4759.4,3,PayPal,L. Martinez,1586.4666666666665
2648,2024-04-27,1068,2001,404,2,1427.1,1,PayPal,K. Nguyen,1427.1
2649,2024-05-10,1106,2102,405,0,220.8,1,Credit Card,J. Alvarez,220.8
2650,2024-08-22,1393,2031,402,0,174.23,1,Cash,A. Torres,174.23
2651,2024-02-08,1040,2073,402,0,727.71,1,PayPal,R. Johnson,727.71
2652,2024-11-26,1289,2017,404,4,2611.76,4,Cash,L. Martinez,652.94
2653,2025-04-19,1025,2053,403,1,321.45,3,Apple Pay,S. Patel,107.14999999999999
2654,2025-10-05,1104,2004,401,0,1315.49,1,Apple Pay,M. Chen,1315.49
2655,2024-05-05,1154,2080,401,4,2448.78,3,Credit Card,S. Patel,816.2600000000001
2657,2025-04-21,1041,2011,404,0,1969.6,2,Credit Card,L. Martinez,984.8
2658,2025-07-24,1008,2046,401,2,198.58,1,Cash,K. Nguyen,198.58
2659,2025-07-10,1376,2011,404,0,859.96,1,Credit Card,J. Alvarez,859.96
2660,2024-06-10,1072,2009,405,0,3223.14,3,Credit Card,L. Martinez,1074.3799999999999
2661,2025-09-01,1064,2003,402,0,1968.76,1,Apple Pay,K. Nguyen,1968.76
2662,2024-12-09,1254,2109,404,0,914.55,3,PayPal,M. Chen,304.84999999999997
2663,2025-08-05,1051,2019,403,3,4957.68,3,Debit Card,D. Williams,1652.5600000000002
2664,2025-04-02,1000,2070,404,0,2430.3,2,Cash,M. Chen,1215.15
2665,2024-04-10,1316,2016,401,4,5062.92,4,Cash,R. Johnson,1265.73
2666,2025-11-19,1021,2023,402,3,7311.88,4,Cash,K. Nguyen,1827.97
2667,2024-12-04,1057,2046,403,2,397.16,2,Apple Pay,R. Johnson,198.58
2668,2024-09-20,1008,2085,404,2,3483.93,3,Cash,M. Chen,1161.31
2669,2025-06-19,1316,2060,401,3,557.27,1,Apple Pay,R. Johnson,557.27
2671,2024-11-20,1114,2008,401,0,1159.15,1,Credit Card,L. Martinez,1159.15
2672,2024-12-23,1040,2014,404,0,3150.3,3,Credit Card,M. Chen,1050.1000000000001
2673,2024-07-21,1029,2043,405,3,102.58,1,Cash,R. Johnson,102.58
2674,2025-07-18,1393,2066,402,0,2297.64,4,Credit Card,K. Nguyen,574.41
2675,2024-11-15,1395,2094,404,0,1213.02,3,Apple Pay,A. Torres,404.34
2676,2024-02-26,1073,2071,403,3,2839.56,2,Credit Card,R. Johnson,1419.78
2677,2024-08-02,1097,2017,403,0,2611.76,4,Cash,J. Alvarez,652.94
2678,2024-05-25,1000,2013,401,3,1409.63,1,Cash,K. Nguyen,1409.63
2679,2024-02-01,1389,2086,401,3,1726.76,2,Credit Card,D. Williams,863.38
2680,2024-07-30,1001,2040,403,4,815.52,4,Apple Pay,R. Johnson,203.88
2681,2024-12-01,1001,2023,404,0,7311.88,4,Cash,K. Nguyen,1827.97
2683,2025-01-06,1044,2023,404,3,7311.88,4,Apple Pay,S. Patel,1827.97
2684,2024-02-25,1138,2017,404,0,1958.82,3,Credit Card,R. Johnson,652.9399999999999
2685,2024-09-02,1062,2054,402,0,107.33,1,Apple Pay,J. Alvarez,107.33
2686,2024-08-09,1114,2012,402,0,2735.08,4,PayPal,L. Martinez,683.77
2688,2024-02-10,1055,2005,401,1,1834.46,1,PayPal,K. Nguyen,1834.46
2689,2024-11-03,1071,2082,401,0,3697.08,3,Apple Pay,K. Nguyen,1232.36
2691,2025-05-15,1039,2056,401,3,532.68,3,Debit Card,J. Alvarez,177.55999999999997
2692,2024-11-04,1072,2102,402,4,883.2,4,PayPal,S. Patel,220.8
2693,2025-10-02,1042,2009,405,1,1074.38,1,Debit Card,D. Williams,1074.38
2694,2024-02-13,1316,2110,401,0,446.29,2,Debit Card,S. Patel,223.145
